userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,348340,1,-10000,0,-10000,-10000,23,-10005.45712,-1,4_3,2.83,2.83,click,38,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,352347,2,4.084376417,5,10000,21.67,22,-9995.915624,-1,3_2,4.007,4.007,click,39,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,358853,,-10000,,,,,-10005.45712,-1,3_2,6.506,6.506,click,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,359068,,-10000,,,,,-10005.45712,-1,4_3,0.215,6.721,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,359407,,,,,,,-10005.45712,-1,2_3,0.339,7.06,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,359607,,,,,,,-10005.45712,-1,2_2,0.2,7.26,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,362916,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,3.309,10.569,undo,40,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,365401,2,10000,0,10000,21.67,24,,0,2_2,2.485,2.485,click,41,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,368923,1,-10000,0,-10000,-10000,23,-10008.43039,-1,0_3,3.522,3.522,click,42,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,372051,2,0.111111111,17,10000,10000,22,-9999.888889,-1,2_0,3.128,3.128,click,43,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,373962,,-10000,,,,,-10008.43039,-1,2_0,1.911,1.911,click,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,374849,2,1,10,10000,10000,22,,0,3_0,0.887,2.798,undo,44,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,397332,,-10000,,,,,-10008.43039,-1,3_0,22.483,22.483,click,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,397552,,-10000,,,,,-10008.43039,-1,0_3,0.22,22.703,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,397724,,,,,,,-10008.43039,-1,2_2,0.172,22.875,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,397909,,,,,,,-10008.43039,-1,2_3,0.185,23.06,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,400073,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,2.164,25.224,undo,45,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,413883,2,1.582743764,8,10000,21.67,24,,0,3_4,13.81,13.81,click,46,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,416690,1,10000,0,10000,10000,23,9991.569613,1,2_2,2.807,2.807,click,47,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,418218,2,-10000,0,-10000,-10000,22,-10001.58274,-1,2_0,1.528,1.528,click,48,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,430245,1,10000,0,10000,10000,21,0,1,2_4,12.027,12.027,click,49,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,432346,,10000,,,,,0,1,2_4,2.101,2.101,click,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,432977,,,,,,,0,1,2_0,0.631,2.732,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,434021,,,,,,,0,1,2_2,1.044,3.776,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,435114,,,,,,,0,1,3_4,1.093,4.869,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,436744,,,,,,,0,1,2_3,1.63,6.499,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,439398,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,2.654,9.153,undo,50,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,450865,2,10000,0,10000,21.67,24,,0,2_2,11.467,11.467,click,51,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,458810,1,-10000,0,-10000,-10000,23,-10008.43039,-1,4_5,7.945,7.945,click,52,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,464808,2,0.25,16,10000,10000,22,-9999.75,-1,3_0,5.998,5.998,click,53,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,469818,1,10000,0,10000,10000,21,20000,1,3_4,5.01,5.01,click,54,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,476194,,10000,,,,,20000,1,3_4,6.376,6.376,click,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,476511,,,,,,,20000,1,3_0,0.317,6.693,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,476995,,,,,,,20000,1,4_5,0.484,7.177,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,477459,,,,,,,20000,1,2_2,0.464,7.641,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,485680,2,10000,0,10000,21.67,24,,0,2_2,8.221,15.862,undo,55,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,489153,1,-10000,0,-10000,-10000,23,,0,4_5,3.473,3.473,click,56,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,492932,2,2.501111111,8,10000,10000,22,-9997.498889,-1,3_4,3.779,3.779,click,57,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,498776,,-10000,,,,,20000,1,3_4,5.844,5.844,click,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,498965,,-10000,,,,,20000,1,4_5,0.189,6.033,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,499137,,,,,,,20000,1,2_2,0.172,6.205,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,499286,,,,,,,20000,1,2_3,0.149,6.354,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,503150,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,3.864,10.218,undo,58,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,507578,2,10000,0,10000,21.67,24,,0,2_2,4.428,4.428,click,59,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,510534,1,-10000,0,-10000,-10000,23,-10008.43039,-1,3_0,2.956,2.956,click,60,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,512032,2,1.611111111,8,10000,10000,22,-9998.388889,-1,0_3,1.498,1.498,click,61,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,515151,1,-10000,0,-10000,-10000,21,0,1,4_5,3.119,3.119,click,62,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,517362,2,2.501111111,9,10000,10000,20,0.89,1,3_4,2.211,2.211,click,63,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,521971,,-10000,,,,,0,1,3_4,4.609,4.609,click,,6,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,522297,,-10000,,,,,0,1,4_5,0.326,4.935,undo,,5,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,522503,,,,,,,0,1,0_3,0.206,5.141,undo,,4,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,522675,,,,,,,0,1,3_0,0.172,5.313,undo,,3,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,522813,,,,,,,0,1,2_2,0.138,5.451,undo,,2,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,undo,1.51354E+12,523026,,,,,,,0,1,2_3,0.213,5.664,undo,,1,,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,526475,1,8.430386905,2,15.25,12.08333333,25,,0,2_3,3.449,9.113,undo,64,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,530396,2,10000,0,10000,21.67,24,,0,2_2,3.921,3.921,click,65,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,535801,1,-10000,0,-10000,-10000,23,-10008.43039,-1,4_4,5.405,5.405,click,66,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,549451,2,0.25,14,10000,17.03,22,-9999.75,-1,3_0,13.65,13.65,click,67,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,552579,1,-10000,1,0,-10000,21,0,1,3_4,3.128,3.128,click,68,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,556270,2,1.361111111,9,10000,17.03,20,1.111111111,1,4_5,3.691,3.691,click,69,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,560011,1,-10000,1,0,-10000,19,0,1,1_4,3.741,3.741,click,70,7,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,6hard,wrong,click,1.51354E+12,562645,2,16.14,2,10000,17.03,18,14.77888889,1,2_4,2.634,2.634,click,71,8,FALSE,1.51354E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,16003,1,15.25,0,15.25,12.08333333,25,,0,0_3,15.991,0,,1,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,17512,2,1,0,1,-10000,24,,0,3_0,1.509,1.509,click,2,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,25677,1,15.25,0,15.25,11.73784722,23,0,1,0_2,8.165,8.165,click,3,3,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,28057,2,0,0,0,-10000,22,-1,-1,0_5,2.38,2.38,click,4,4,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,35947,1,21.76274518,1,27.55600907,21.76274518,21,6.512745181,1,2_2,7.89,7.89,click,5,5,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,39643,2,8.157467404,0,8.157467404,-10000,20,8.157467404,1,3_2,3.696,3.696,click,6,6,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,53140,1,10000,0,10000,16.58274376,19,9978.237255,1,2_3,13.497,13.497,click,7,7,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,58549,2,-10000,0,-10000,-10000,18,-10008.15747,-1,2_4,5.409,5.409,click,8,8,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,59719,1,10000,0,10000,11.36111111,17,0,1,2_0,1.17,1.17,click,9,9,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51362E+12,66769,,10000,,,,,0,1,,7.05,7.05,click,,9,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,68228,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,1.459,8.509,reset,10,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,80654,2,10000,0,10000,21.67,24,,0,2_3,12.426,12.426,click,11,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,87646,1,-10000,0,-10000,-10000,23,-10005.45712,-1,3_0,6.992,6.992,click,12,3,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51362E+12,91633,,-10000,,,,,-10005.45712,-1,,3.987,3.987,click,,3,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,92333,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,0.7,4.687,reset,13,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,click,1.51362E+12,92867,2,10000,0,10000,21.67,24,,0,2_3,0.534,0.534,click,14,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51362E+12,94893,,5.457121599,,,,,,0,,2.026,2.026,click,,2,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51362E+12,143135,,,,,,,,0,,48.242,50.268,reset,,0,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,30427,1,15.25,0,15.25,12.08333333,25,,0,0_3,30.411,0,,1,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,32679,2,1,0,1,-10000,24,,0,3_0,2.252,2.252,click,2,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51362E+12,37400,,15.25,,,,,,0,,4.721,4.721,click,,2,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,45554,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,8.154,12.875,reset,3,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,52292,2,1.582743764,8,10000,21.67,24,,0,0_2,6.738,6.738,click,4,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,54441,1,11,6,10000,27.72437642,23,5.542878401,1,0_3,2.149,2.149,click,5,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,57208,2,1,0,1,-10000,22,-0.582743764,-1,3_0,2.767,2.767,click,6,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,59467,1,27.72437642,1,10000,27.72437642,21,16.72437642,1,3_2,2.259,2.259,click,7,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,63743,2,11.25,0,11.25,-10000,20,10.25,1,4_2,4.276,4.276,click,8,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,65316,1,16.58274376,0,16.58274376,-10000,19,-11.14163265,-1,2_4,1.573,1.573,click,9,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,66918,2,11.25,0,11.25,-10000,18,0,1,2_3,1.602,1.602,click,10,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,72811,1,-10000,1,11.36111111,-10000,17,-10016.58274,-1,1_4,5.893,5.893,click,11,9,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,73914,2,5.25,3,10000,10000,16,-6,-1,3_4,1.103,1.103,click,12,10,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,75376,1,11,0,11,-10000,15,10011,1,4_3,1.462,1.462,click,13,11,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,81428,2,1.5,0,1.5,-10000,14,-3.75,-1,1_0,6.052,6.052,click,14,12,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51362E+12,91328,,11,,,,,10011,1,,9.9,9.9,click,,12,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,106186,1,0.553854875,16,15.25,12.08333333,25,,0,5_0,14.858,24.758,reset,15,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,113807,2,10000,0,10000,10000,24,,0,2_3,7.621,7.621,click,16,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,119183,1,-10000,0,-10000,-10000,23,-10000.55385,-1,0_3,5.376,5.376,click,17,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,121974,2,1.361111111,9,10000,10000,22,-9998.638889,-1,3_0,2.791,2.791,click,18,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,124670,1,7.844377834,0,7.844377834,-10000,21,10007.84438,1,4_3,2.696,2.696,click,19,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,131486,2,0.75,11,10000,27.84,20,-0.611111111,-1,1_0,6.816,6.816,click,20,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,132128,1,1.39,7,10000,15.25,19,-6.454377834,-1,2_0,0.642,0.642,click,21,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,142430,2,16.14,2,10000,27.84,18,15.39,1,4_4,10.302,10.302,click,22,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51362E+12,148439,,1.39,,,,,-6.454377834,-1,,6.009,6.009,click,,8,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,152815,1,15.25,0,15.25,12.08333333,25,,0,0_3,4.376,10.385,reset,23,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,155159,2,1,0,1,-10000,24,,0,3_0,2.344,2.344,click,24,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,162271,1,15.25,0,15.25,11.73784722,23,0,1,0_2,7.112,7.112,click,25,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,163443,2,0,0,0,-10000,22,-1,-1,0_5,1.172,1.172,click,26,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,165045,1,21.76274518,1,27.55600907,21.76274518,21,6.512745181,1,2_2,1.602,1.602,click,27,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,168172,2,8.157467404,0,8.157467404,-10000,20,8.157467404,1,3_2,3.127,3.127,click,28,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,175675,1,10000,0,10000,16.58274376,19,9978.237255,1,2_3,7.503,7.503,click,29,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,177535,2,-10000,0,-10000,-10000,18,-10008.15747,-1,2_0,1.86,1.86,click,30,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.51362E+12,181170,1,10000,0,10000,16.06947988,17,0,1,2_4,3.635,3.635,click,31,9,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51362E+12,233131,,10000,,,,,0,1,,51.961,51.961,click,,9,,1.51362E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,54462,1,12.08333333,1,15.25,12.08333333,25,,0,3_0,54.435,0,,1,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,58793,2,15.25,0,15.25,-10000,24,,0,0_3,4.331,4.331,click,2,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.5136E+12,63197,,12.08333333,,,,,,0,,4.404,4.404,click,,2,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,64299,1,15.25,0,15.25,12.08333333,25,,0,0_3,1.102,5.506,reset,3,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,66949,2,1,0,1,-10000,24,,0,3_0,2.65,2.65,click,4,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,70289,1,15.25,0,15.25,11.73784722,23,0,1,0_2,3.34,3.34,click,5,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,72897,2,0,0,0,-10000,22,-1,-1,0_5,2.608,2.608,click,6,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,75561,1,21.76274518,1,27.55600907,21.76274518,21,6.512745181,1,2_2,2.664,2.664,click,7,5,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,79742,2,8.157467404,0,8.157467404,-10000,20,8.157467404,1,3_2,4.181,4.181,click,8,6,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,93066,1,2.583854875,3,10000,16.58274376,19,-19.17889031,-1,4_2,13.324,13.324,click,9,7,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,98142,2,2.53,7,10000,17.03,18,-5.627467404,-1,2_0,5.076,5.076,click,10,8,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,100222,1,11,3,10000,16.58274376,17,8.416145125,1,4_0,2.08,2.08,click,11,9,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,102108,2,11.25,0,11.25,-10000,16,8.72,1,4_3,1.886,1.886,click,12,10,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,104472,1,16.14,0,16.14,-10000,15,5.14,1,2_3,2.364,2.364,click,13,11,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,108760,2,5.942743764,0,5.942743764,-10000,14,-5.307256236,-1,2_4,4.288,4.288,click,14,12,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.5136E+12,113838,,16.14,,,,,5.14,1,,5.078,5.078,click,,12,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,121153,1,1.377847222,10,15.25,12.08333333,25,,0,0_2,7.315,12.393,reset,15,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,123946,2,10000,0,10000,10000,24,,0,2_2,2.793,2.793,click,16,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,131808,1,-10000,0,-10000,-10000,23,-10001.37785,-1,0_3,7.862,7.862,click,17,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.5136E+12,136195,,-10000,,,,,-10001.37785,-1,,4.387,4.387,click,,3,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,137303,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,1.108,5.495,reset,18,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,140882,2,1.582743764,8,10000,21.67,24,,0,0_2,3.579,3.579,click,19,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,141951,1,11,6,10000,27.72437642,23,5.542878401,1,0_3,1.069,1.069,click,20,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,145999,2,1,0,1,-10000,22,-0.582743764,-1,3_0,4.048,4.048,click,21,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.5136E+12,148682,,11,,,,,5.542878401,1,,2.683,2.683,click,,4,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,150033,1,5.457121599,4,15.25,12.08333333,25,,0,2_2,1.351,4.034,reset,22,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,154631,2,2.483998016,7,10000,21.67,24,,0,3_2,4.598,4.598,click,23,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,161953,1,15.25,3,10000,16.58274376,23,9.792878401,1,0_3,7.322,7.322,click,24,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,165177,2,1,0,1,-10000,22,-1.483998016,-1,3_0,3.224,3.224,click,25,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,click,1.5136E+12,170752,1,11,4,10000,16.58274376,21,-4.25,-1,0_2,5.575,5.575,click,26,5,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.5136E+12,176051,,11,,,,,-4.25,-1,,5.299,5.299,click,,5,,1.5136E+12
