userid,board_name,solved,explore_time,size,type,condition,exploit_time,explore_time_sec,id_fake
3ab7160d,10_easy_pruned,validatedCorrect,7052,10,easy,pruned,0,7.052,353
89cbc391,10_easy_full,wrong,7092,10,easy,full,2247,7.092,354
7dd704e0,6_hard_pruned,wrong,7127,6,hard,pruned,6161,7.127,355
7cc119e0,6_easy_pruned,validatedCorrect,7136,6,easy,pruned,6424,7.136,356
b7eae04f,6_easy_full,validatedCorrect,7178,6,easy,full,6081,7.178,357
fdaa7ebb,6_hard_pruned,wrong,7180,6,hard,pruned,5552,7.18,358
fedbec09,10_easy_full,wrong,7181,10,easy,full,6047,7.181,359
7dd704e0,6_hard_pruned,wrong,7188,6,hard,pruned,6398,7.188,360
aceaccbc,10_hard_full,validatedCorrect,7188,10,hard,full,4251,7.188,361
7dd704e0,6_hard_pruned,wrong,7191,6,hard,pruned,4912,7.191,362
84dbf4f9,10_hard_full,wrong,7217,10,hard,full,4108,7.217,363
86f6e2cb,6_easy_full,wrong,7292,6,easy,full,2725,7.292,364
cee4bfa4,6_hard_full,wrong,7324,6,hard,full,0,7.324,365
aceaccbc,10_hard_full,validatedCorrect,7325,10,hard,full,3963,7.325,366
2ff50f64,6_hard_pruned,wrong,7371,6,hard,pruned,4595,7.371,367
8aa6d830,10_hard_pruned,wrong,7388,10,hard,pruned,0,7.388,368
cccfd3ac,10_easy_full,validatedCorrect,7402,10,easy,full,2799,7.402,369
b9bbef4c,10_easy_full,wrong,7403,10,easy,full,4953,7.403,370
94d6ef33,6_hard_full,wrong,7423,6,hard,full,1150,7.423,371
c7a67aab,6_hard_full,wrong,7449,6,hard,full,5982,7.449,372
a4f74985,10_hard_full,wrong,7508,10,hard,full,1668,7.508,373
f3dbeb7e,6_hard_full,wrong,7532,6,hard,full,5891,7.532,374
4cffe209,10_medium_full,wrong,7535,10,medium,full,3632,7.535,375
9dc50a3d,6_hard_full,solvedCorrect,7543,6,hard,full,6785,7.543,376
aafbd6ab,6_hard_pruned,wrong,7547,6,hard,pruned,0,7.547,377
8bc69c49,10_hard_full,solvedCorrect,7551,10,hard,full,2874,7.551,378
d5aff345,10_easy_pruned,validatedCorrect,7563,10,easy,pruned,2416,7.563,379
b0d518a1,6_hard_full,wrong,7574,6,hard,full,5169,7.574,380
f8efd664,10_easy_pruned,validatedCorrect,7585,10,easy,pruned,6309,7.585,381
ecefd3a0,10_medium_pruned,validatedCorrect,7606,10,medium,pruned,6145,7.606,382
28d4fefb,10_hard_pruned,solvedCorrect,7621,10,hard,pruned,6833,7.621,383
94a4f5d4,10_medium_pruned,validatedCorrect,7629,10,medium,pruned,5832,7.629,384
cdc50047,10_easy_pruned,validatedCorrect,7718,10,easy,pruned,5744,7.718,385
d0e6841e,10_easy_full,validatedCorrect,7733,10,easy,full,0,7.733,386
b8a4fbaa,10_easy_full,wrong,7746,10,easy,full,7138,7.746,387
c6aad6d0,10_easy_full,validatedCorrect,7771,10,easy,full,3720,7.771,388
70bffd4d,10_easy_full,wrong,7792,10,easy,full,5644,7.792,389
59d51c4c,6_easy_full,solvedCorrect,7803,6,easy,full,3026,7.803,390
4cffe209,10_medium_full,wrong,7855,10,medium,full,7272,7.855,391
33ebe68d,6_easy_pruned,wrong,7859,6,easy,pruned,4197,7.859,392
53c4c041,6_hard_full,wrong,7871,6,hard,full,7021,7.871,393
acc6e9d4,10_easy_full,wrong,7881,10,easy,full,5833,7.881,394
92a74a76,6_hard_pruned,wrong,7887,6,hard,pruned,7104,7.887,395
72caeffe,10_easy_full,wrong,7915,10,easy,full,5580,7.915,396
7cc119e0,6_easy_pruned,validatedCorrect,7925,6,easy,pruned,0,7.925,397
8df4f6e8,6_easy_full,wrong,7936,6,easy,full,6257,7.936,398
2fd101b0,10_easy_pruned,validatedCorrect,7959,10,easy,pruned,0,7.959,399
19a105e3,6_easy_pruned,validatedCorrect,7963,6,easy,pruned,6297,7.963,400
d5aff345,10_easy_pruned,validatedCorrect,7985,10,easy,pruned,4738,7.985,401
5de11557,6_easy_full,validatedCorrect,7994,6,easy,full,6896,7.994,402
89cbc391,10_easy_full,wrong,8008,10,easy,full,6696,8.008,403
aceaccbc,10_hard_full,validatedCorrect,8017,10,hard,full,4674,8.017,404
87b50908,6_hard_full,wrong,8041,6,hard,full,2436,8.041,405
19a105e3,6_easy_pruned,validatedCorrect,8043,6,easy,pruned,7295,8.043,406
89cbc391,10_easy_full,wrong,8053,10,easy,full,529,8.053,407
aedbea55,6_easy_full,wrong,8055,6,easy,full,3272,8.055,408
75ffd9e8,10_hard_full,validatedCorrect,8057,10,hard,full,3196,8.057,409
67abc3ab,6_easy_pruned,wrong,8092,6,easy,pruned,3008,8.092,410
bed50a1d,6_hard_full,wrong,8094,6,hard,full,6551,8.094,411
c7a67aab,6_hard_full,wrong,8108,6,hard,full,7440,8.108,412
67abc3ab,6_easy_pruned,wrong,8134,6,easy,pruned,6979,8.134,413
6cbbcdf7,6_easy_pruned,solvedCorrect,8135,6,easy,pruned,5669,8.135,414
a0a4f4ea,10_medium_full,wrong,8146,10,medium,full,3927,8.146,415
8aa6d830,10_hard_pruned,wrong,8153,10,hard,pruned,7223,8.153,416
cdc50047,10_easy_pruned,validatedCorrect,8171,10,easy,pruned,6256,8.171,417
13f4ff5a,10_hard_full,wrong,8178,10,hard,full,5712,8.178,418
6cbbcdf7,6_easy_pruned,solvedCorrect,8196,6,easy,pruned,2470,8.196,419
32b10037,6_easy_full,wrong,8208,6,easy,full,3025,8.208,420
67eac875,6_hard_full,wrong,8217,6,hard,full,5293,8.217,421
8aa6d830,10_hard_pruned,wrong,8221,10,hard,pruned,7378,8.221,422
dfa705b9,6_easy_pruned,validatedCorrect,8239,6,easy,pruned,7303,8.239,423
9dd11e8e,10_medium_pruned,validatedCorrect,8246,10,medium,pruned,2752,8.246,424
aceaccbc,10_hard_full,validatedCorrect,8253,10,hard,full,4669,8.253,425
70bffd4d,10_easy_full,wrong,8310,10,easy,full,7449,8.31,426
f8efd664,10_easy_pruned,validatedCorrect,8323,10,easy,pruned,6519,8.323,427
2dca846d,6_easy_pruned,solvedCorrect,8347,6,easy,pruned,4766,8.347,428
a3d5dfda,6_hard_full,wrong,8353,6,hard,full,5822,8.353,429
6ac7311a,10_easy_full,wrong,8355,10,easy,full,7596,8.355,430
92a70054,10_easy_full,validatedCorrect,8369,10,easy,full,1821,8.369,431
4ecfea32,10_easy_pruned,validatedCorrect,8434,10,easy,pruned,2823,8.434,432
4ecfea32,10_easy_pruned,validatedCorrect,8439,10,easy,pruned,3580,8.439,433
abd12ee2,10_medium_pruned,validatedCorrect,8446,10,medium,pruned,6723,8.446,434
acc6e9d4,10_easy_full,wrong,8450,10,easy,full,6991,8.45,435
d5aff345,10_easy_pruned,validatedCorrect,8459,10,easy,pruned,5311,8.459,436
b0d518a1,6_hard_full,wrong,8470,6,hard,full,4761,8.47,437
d1cac84b,10_hard_pruned,wrong,8489,10,hard,pruned,7570,8.489,438
7dea8d37,10_hard_pruned,wrong,8507,10,hard,pruned,2874,8.507,439
abd12ee2,10_medium_pruned,validatedCorrect,8514,10,medium,pruned,0,8.514,440
69bad0fe,6_hard_full,wrong,8516,6,hard,full,7580,8.516,441
58d72aaf,10_easy_full,wrong,8542,10,easy,full,6044,8.542,442
cccfd3ac,10_easy_full,validatedCorrect,8571,10,easy,full,5776,8.571,443
6cc4f8b6,10_easy_full,wrong,8615,10,easy,full,3323,8.615,444
55c68fc5,10_easy_full,wrong,8619,10,easy,full,3287,8.619,445
e6efec72,10_hard_pruned,validatedCorrect,8645,10,hard,pruned,0,8.645,446
67eac875,6_hard_full,wrong,8651,6,hard,full,3563,8.651,447
d1cac84b,10_hard_pruned,wrong,8660,10,hard,pruned,7128,8.66,448
c3dfd812,10_easy_pruned,validatedCorrect,8677,10,easy,pruned,7307,8.677,449
d5aff345,10_easy_pruned,validatedCorrect,8699,10,easy,pruned,5921,8.699,450
29e72a67,10_medium_pruned,validatedCorrect,8704,10,medium,pruned,1882,8.704,451
89cbc391,10_easy_full,wrong,8714,10,easy,full,6514,8.714,452
86f6e2cb,6_easy_full,wrong,8766,6,easy,full,7444,8.766,453
cdc50047,10_easy_pruned,validatedCorrect,8774,10,easy,pruned,5801,8.774,454
3fcbc0ab,6_easy_full,validatedCorrect,8784,6,easy,full,5416,8.784,455
67abc3ab,6_easy_pruned,wrong,8827,6,easy,pruned,2235,8.827,456
55c68fc5,10_easy_full,wrong,8843,10,easy,full,0,8.843,457
6fc70a09,6_easy_pruned,solvedCorrect,8860,6,easy,pruned,2200,8.86,458
cff10c9a,10_easy_full,wrong,8865,10,easy,full,3855,8.865,459
69bad0fe,6_hard_full,wrong,8897,6,hard,full,6897,8.897,460
8aa6d830,10_hard_pruned,wrong,8936,10,hard,pruned,6171,8.936,461
55c68fc5,10_easy_full,wrong,8939,10,easy,full,0,8.939,462
fdaa7ebb,6_hard_pruned,wrong,8945,6,hard,pruned,0,8.945,463
fde4bf4b,6_hard_full,wrong,8947,6,hard,full,5914,8.947,464
ecefd3a0,10_medium_pruned,validatedCorrect,8974,10,medium,pruned,6688,8.974,465
32b10037,6_easy_full,wrong,8982,6,easy,full,8048,8.982,466
ecefd3a0,10_medium_pruned,validatedCorrect,8982,10,medium,pruned,6609,8.982,467
53c4c041,6_hard_full,wrong,8994,6,hard,full,4314,8.994,468
6ac7311a,10_easy_full,wrong,8996,10,easy,full,8052,8.996,469
ada4c06f,6_hard_full,wrong,9003,6,hard,full,7094,9.003,470
89cbfdf9,10_easy_pruned,wrong,9038,10,easy,pruned,6345,9.038,471
94d6ef33,6_hard_full,wrong,9107,6,hard,full,0,9.107,472
3ab7160d,10_easy_pruned,validatedCorrect,9156,10,easy,pruned,0,9.156,473
cff10c9a,10_easy_full,wrong,9199,10,easy,full,7612,9.199,474
69bad0fe,6_hard_full,wrong,9280,6,hard,full,356,9.28,475
7bf4bf38,6_hard_full,wrong,9330,6,hard,full,0,9.33,476
32b10037,6_easy_full,wrong,9365,6,easy,full,688,9.365,477
c3dfd812,10_easy_pruned,validatedCorrect,9370,10,easy,pruned,5527,9.37,478
43dbc360,10_easy_pruned,wrong,9371,10,easy,pruned,4734,9.371,479
86f6e2cb,6_easy_full,wrong,9381,6,easy,full,2272,9.381,480
6bca8117,6_easy_full,validatedCorrect,9385,6,easy,full,2007,9.385,481
a7b511d6,10_medium_full,wrong,9395,10,medium,full,7895,9.395,482
d5aff345,10_easy_pruned,validatedCorrect,9410,10,easy,pruned,5576,9.41,483
4af5df5d,6_hard_full,wrong,9411,6,hard,full,0,9.411,484
7acbc3e2,6_easy_pruned,validatedCorrect,9433,6,easy,pruned,7914,9.433,485
a6bff327,6_easy_full,wrong,9460,6,easy,full,1860,9.46,486
ecefd3a0,10_medium_pruned,validatedCorrect,9509,10,medium,pruned,7728,9.509,487
aceaccbc,10_hard_full,validatedCorrect,9513,10,hard,full,0,9.513,488
23b6924e,10_easy_full,solvedCorrect,9513,10,easy,full,4944,9.513,489
ada4c06f,6_hard_full,wrong,9518,6,hard,full,8465,9.518,490
f5dac888,10_easy_full,wrong,9526,10,easy,full,8954,9.526,491
8bc69c49,10_hard_full,solvedCorrect,9587,10,hard,full,8520,9.587,492
c3dfd812,10_easy_pruned,validatedCorrect,9591,10,easy,pruned,6222,9.591,493
ecefd3a0,10_medium_pruned,validatedCorrect,9591,10,medium,pruned,5952,9.591,494
18a695e2,10_hard_pruned,wrong,9610,10,hard,pruned,8563,9.61,495
e3a4effd,10_medium_full,wrong,9628,10,medium,full,0,9.628,496
29e72a67,10_medium_pruned,validatedCorrect,9655,10,medium,pruned,2252,9.655,497
38cbc1f6,10_medium_full,wrong,9664,10,medium,full,4382,9.664,498
c3dfd812,10_easy_pruned,validatedCorrect,9677,10,easy,pruned,2236,9.677,499
2dca846d,6_easy_pruned,solvedCorrect,9680,6,easy,pruned,1664,9.68,500
fdaa7ebb,6_hard_pruned,wrong,9701,6,hard,pruned,6252,9.701,501
67eac875,6_hard_full,wrong,9707,6,hard,full,4636,9.707,502
fcaffad4,6_hard_pruned,wrong,9789,6,hard,pruned,6750,9.789,503
