,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
27334,81c11c9f,6_hard_pruned,6,hard,pruned,interaction,120,2250,-2.399930383,-1.258523307,-1.163354145,-1.152512938,-1.207147512,-1.258183308,-1.249678582
27339,92a74a76,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-2.622157422,-2.452000047,-2.388085868,-2.592967416,-2.694174801,-2.017732099,-1.998471792
27344,a0f4f1bf,6_hard_pruned,6,hard,pruned,density,120,2250,-3.67666559,-3.740682023,-3.773857689,-4.36266477,-3.924436042,-3.934195277,-3.838109132
27346,a2ebe618,6_hard_pruned,6,hard,pruned,interaction_blind,120,2250,-3.210752844,-2.992571335,-3.002566062,-2.258468477,-2.955863912,-1.97174472,-2.694142962
27349,aafbd6ab,6_hard_pruned,6,hard,pruned,interaction,120,2250,-2.895098567,-2.436161738,-2.383309062,-2.356755256,-2.483692418,-2.464634742,-2.851716081
27351,b0e1157c,6_hard_pruned,6,hard,pruned,interaction,120,2250,-2.377325804,-1.872569774,-1.780126649,-1.6882083,-2.068901802,-2.331398296,-2.545892671
27355,b9e512db,6_hard_pruned,6,hard,pruned,non-linear,120,2250,-2.705694638,-1.497737903,-1.416486639,-1.990756497,-1.48835738,-2.17736521,-2.415908513
27362,c7fffe38,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-2.827945871,-2.773049768,-2.726481672,-3.033567982,-2.910269783,-2.374373272,-2.359381663
27369,d4fac87b,6_hard_pruned,6,hard,pruned,interaction_blind,120,2250,-3.324275203,-4.147387664,-4.190507373,-4.253660685,-4.688911276,-2.76511154,-2.895763145
27372,daefd33a,6_hard_pruned,6,hard,pruned,interaction_blind,120,2250,-2.222985366,-2.255773882,-2.243771066,-2.801070017,-3.249257896,-1.977666897,-2.398512962
27375,e0a737b6,6_hard_pruned,6,hard,pruned,density,120,2250,-3.713604212,-4.756151089,-4.790705355,-4.892345193,-4.929128607,-3.830074741,-3.804571976
27377,e1e500d7,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-2.335016806,-1.502103756,-1.332942184,-0.953691195,-0.687320333,-0.928500427,-0.680779944
27382,e9dbbf8a,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-2.796770237,-3.104075479,-3.047545378,-3.275645322,-3.122233193,-2.034869456,-1.869140844
27384,eba732b3,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.838888003,-2.093421355,-0.813689858
27390,f8bbc519,6_hard_pruned,6,hard,pruned,density,120,2250,-2.577688383,-3.17805383,-3.234749174,-3.515137787,-5.272009694,-3.62062117,-5.512973335
27391,fcaffad4,6_hard_pruned,6,hard,pruned,blocking_blind,120,2250,-4.143269155,-3.956137756,-4.034363791,-4.267586509,-4.152006138,-3.987465454,-3.787594661
27392,fdaa7ebb,6_hard_pruned,6,hard,pruned,density,120,2250,-2.811621292,-3.609348352,-3.597221067,-4.865416691,-4.588865057,-3.140081614,-3.275529479
27396,13f4ff5a,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.979996971,-3.674767011,-3.458254583,-3.293058022,-3.040034474,-2.687625382,-2.630670032
27397,1cdbeb89,10_hard_full,10,hard,full,interaction,120,2250,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.644422009,-2.703950654,-3.920596385
27398,1df6940e,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.319212508,-2.104545098,-1.838586383,-1.158748333,-0.824971197,-1.12033888,-0.807550996
27399,1ff4f828,10_hard_full,10,hard,full,interaction_blind,120,2250,-3.501111552,-3.283017585,-3.029449424,-2.9048525,-3.196036618,-2.525467776,-2.860267636
27400,21abc061,10_hard_full,10,hard,full,blocking,120,2250,-3.896329905,-3.659926029,-3.564354463,-3.40916995,-3.053486644,-3.383724574,-3.225490417
27401,23dbc11c,10_hard_full,10,hard,full,blocking_blind,120,2250,-4.511164417,-5.002906836,-5.065260406,-5.475624409,-5.366356009,-4.306780961,-4.262939846
27402,26dbf473,10_hard_full,10,hard,full,interaction,120,2250,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.644422009,-2.703950654,-3.920596385
27403,28e67c08,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.257032976,-2.104436043,-1.838532461,-1.157390255,-0.818071874,-1.118765561,-0.800399739
27404,2fb4f99a,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.295067698,-2.123478442,-1.843595961,-1.336894251,-0.768823793,-1.286983708,-0.748546881
27405,34b12db9,10_hard_full,10,hard,full,blocking_blind,120,2250,-4.260669657,-3.916740592,-3.814265458,-3.803038293,-3.540654418,-3.181626601,-3.12374882
27406,65f68460,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.324216904,-2.973813881,-2.684532175,-1.993289099,-1.546877364,-1.94303712,-1.524234199
27407,75ffd9e8,10_hard_full,10,hard,full,interaction_blind,120,2250,-4.090862282,-4.230391241,-4.113675526,-4.533948478,-4.060762115,-3.146834986,-3.215908921
27408,7cf6845b,10_hard_full,10,hard,full,interaction_blind,120,2250,-3.984518729,-3.950435767,-3.807912147,-4.11072522,-4.299769671,-3.286367474,-3.460595007
27409,84dbf4f9,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.509152701,-2.953683601,-2.690656937,-2.546971838,-2.127169272,-1.779459699,-1.732064516
27410,87cfed83,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.243568437,-3.767750908,-3.228626787,-2.146308259,-0.994770566,-2.018607509,-0.938436184
27411,8bc69c49,10_hard_full,10,hard,full,interaction_blind,120,2250,-3.698574442,-3.489949924,-3.339494613,-3.475436051,-3.45328039,-2.801474983,-2.892560211
27412,92e6f512,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.319212508,-2.104545098,-1.838586383,-1.158748333,-0.824971197,-1.12033888,-0.807550996
27413,98d105c1,10_hard_full,10,hard,full,interaction,120,2250,-3.234330112,-2.689711357,-2.411440212,-1.502854828,-1.539598954,-1.53446702,-1.553732454
27414,9befd8ad,10_hard_full,10,hard,full,blocking,120,2250,-3.367268748,-2.900101939,-2.585000963,-2.132540835,-2.020754752,-2.390542882,-2.400839929
27415,a3eacaa9,10_hard_full,10,hard,full,blocking_blind,120,2250,-4.303061279,-3.560729302,-3.407472669,-3.040154771,-2.907732555,-2.782221755,-2.693292681
27416,a4f74985,10_hard_full,10,hard,full,non-linear,120,2250,-3.742027546,-3.204782156,-3.012000369,-3.598253067,-3.436251198,-3.103706415,-3.286572366
27417,abc728e1,10_hard_full,10,hard,full,blocking_blind,120,2250,-3.496233838,-2.177500475,-1.91497054,-1.303105076,-0.977450761,-1.251497631,-0.958585852
27418,aceaccbc,10_hard_full,10,hard,full,interaction_blind,120,2250,-3.584552052,-3.456250051,-3.220306825,-2.282656689,-2.525166859,-2.280515129,-2.535719686
27419,add50f98,10_hard_full,10,hard,full,interaction_blind,120,2250,-4.530860213,-4.411589099,-4.351512033,-3.55081357,-3.912757882,-3.253050666,-3.71179182
27420,b1ebd3b5,10_hard_full,10,hard,full,blocking,120,2250,-3.221165398,-3.885724852,-3.378404612,-2.786778542,-1.6820945,-2.707274102,-1.7069717
27421,b5b6dcbc,10_hard_full,10,hard,full,non-linear,120,2250,-4.089831912,-4.10353811,-3.973949161,-4.431337729,-4.423641819,-4.259602294,-4.682344182
27422,d2ac158a,10_hard_full,10,hard,full,interaction_blind,120,2250,-3.259995075,-2.626924095,-2.404868083,-2.489188615,-2.321204365,-1.541847461,-1.632616318
27423,edf12206,10_hard_full,10,hard,full,interaction_blind,120,2250,-4.268245333,-4.168345309,-4.057423338,-3.788837965,-3.874904457,-2.769580972,-2.966029654
27424,f0ebc21e,10_hard_full,10,hard,full,interaction_blind,120,2250,-4.147779333,-4.108752366,-4.013115467,-4.057876243,-4.185017745,-2.607876038,-2.819244333
27425,f6fbf7bf,10_hard_full,10,hard,full,blocking_blind,120,2250,-4.303367038,-4.445614653,-4.398038885,-4.85875259,-4.591728899,-3.432501829,-3.204359976
27426,f7ebbfe9,10_hard_full,10,hard,full,blocking_blind,120,2250,-4.549653224,-4.70577793,-4.686848666,-4.807441437,-4.664644987,-4.369938726,-4.349218644
27427,13b7468e,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.241954366,-3.547882552,-3.267936883,-2.726358816,-3.201797346,-1.511842976,-2.16741969
27428,13dbbfb8,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-4.671180145,-4.163768847,-4.132407492,-3.214684969,-3.343247884,-2.917379467,-3.083603913
27429,16f6e58d,10_hard_pruned,10,hard,pruned,blocking,120,2250,-3.733958933,-3.128313297,-2.921813238,-2.706344546,-2.185407602,-2.686343659,-2.278908955
27430,18a695e2,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.444099989,-4.256541037,-4.155935561,-4.370444747,-4.562775048,-3.183909769,-3.508835282
27431,1bd72c42,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.002660322,-3.390297213,-3.161188719,-2.741065993,-2.290859137,-2.680846508,-2.268637431
27432,28d4fefb,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.562012018,-3.507122094,-3.305790241,-3.082552468,-3.135569301,-2.456323179,-2.488778146
27433,31f6a576,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.721379063,-3.603023215,-3.470940323,-3.558529529,-3.484387727,-2.950096948,-2.873518895
27434,32fad07f,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.004746291,-2.674308767,-2.510197986,-1.93116346,-1.72296558,-1.907973245,-1.715211871
27435,41bad9a2,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.478828814,-3.46617162,-3.261260291,-3.15294604,-3.029861492,-2.896268268,-3.23492105
27436,4bfffc8c,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-4.928629121,-5.693165401,-5.945231917,-6.012420387,-5.992997579,-4.506689177,-4.686576959
27437,50f6b001,10_hard_pruned,10,hard,pruned,blocking,120,2250,-4.311056118,-4.384921296,-4.277455656,-4.670503091,-3.99480131,-4.224200272,-4.11823308
27438,5bc4f225,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-2.981867527,-2.167523461,-1.902629716,-1.18233077,-0.914131893,-1.151051782,-0.899620303
27439,77ba7edc,10_hard_pruned,10,hard,pruned,density,120,2250,-3.925346777,-4.114411377,-4.110117915,-4.622918719,-4.711441737,-4.382181657,-4.453063459
27440,7dea8d37,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.691499688,-3.108596155,-2.901103414,-2.772684476,-2.328084105,-2.4497233,-2.279189517
27441,7ef11f8d,10_hard_pruned,10,hard,pruned,non-linear,120,2250,-3.909352175,-3.762413025,-3.632608201,-4.198576624,-4.0352623,-3.752141978,-3.828422557
27442,8aa6d830,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.420246701,-2.735283064,-2.478562882,-2.135153893,-1.90662698,-1.89642559,-1.72635063
27443,8ea50714,10_hard_pruned,10,hard,pruned,blocking,120,2250,-3.661680969,-3.094622025,-2.884579155,-2.762768604,-2.318902391,-3.322235821,-3.108438161
27444,98c10b8a,10_hard_pruned,10,hard,pruned,blocking,120,2250,-3.409079108,-2.540158142,-2.294590558,-2.393021793,-2.087787293,-2.436122592,-2.396635686
27445,acdac85f,10_hard_pruned,10,hard,pruned,non-linear,120,2250,-3.540148234,-3.401733025,-3.193192793,-3.853470674,-3.306713579,-3.447335557,-3.685401824
27446,b8bac8b7,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.497410831,-3.616121309,-3.436643004,-4.139903203,-4.411298003,-2.713652191,-2.954007239
27447,bacbc468,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.400148527,-2.173823982,-1.810499486,-0.798370616,-0.417905068,-0.756127029,-0.399102815
27448,bcf51783,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.736354552,-2.557770157,-2.353661333,-2.054937211,-2.013485093,-1.519490138,-1.474613962
27449,c2cbff2e,10_hard_pruned,10,hard,pruned,density,120,2250,-2.141455289,-4.465820541,-4.23869959,-3.870576068,-3.421256142,-3.815777583,-3.399662714
27450,cce7504c,10_hard_pruned,10,hard,pruned,non-linear,120,2250,-3.696546541,-3.579550466,-3.468056876,-4.283010933,-4.100848216,-3.479640162,-3.789632228
27451,cdc514e1,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.527204155,-3.477011576,-3.299655387,-3.112508065,-2.80961145,-2.506391149,-2.326296369
27452,d1cac84b,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.805086965,-4.24004062,-4.133882562,-5.030330849,-5.067339883,-3.754694097,-3.983756763
27453,d9e4f7e5,10_hard_pruned,10,hard,pruned,density,120,2250,-2.478972247,-3.029710808,-2.929986007,-3.010631362,-2.973967585,-2.733566832,-2.936053741
27454,e2b10de5,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.606476033,-3.3592123,-3.16921241,-3.357735584,-3.080087943,-2.610553239,-2.774290677
27455,e6efec72,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.70611625,-3.334164775,-3.118421244,-2.842525696,-2.639497145,-2.480334202,-2.131273766
27456,edfff93e,10_hard_pruned,10,hard,pruned,blocking,120,2250,-3.544663429,-2.96767147,-2.670416469,-2.081085942,-1.775686345,-2.827820111,-2.801902084
27457,efd4fa4a,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-3.777047949,-3.236087491,-3.074388104,-3.557028104,-3.619186848,-2.163971813,-2.362180011
27458,f3f4f4ae,10_hard_pruned,10,hard,pruned,interaction_blind,120,2250,-4.025538923,-4.347403535,-4.311066807,-4.875693639,-4.882396025,-2.979915426,-3.540263819
27459,f4c4f33c,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.405023132,-3.593803669,-3.391243183,-2.917389356,-2.994174434,-2.897962675,-2.799147617
27460,fcb764e3,10_hard_pruned,10,hard,pruned,blocking_blind,120,2250,-3.483409192,-2.734072428,-2.477762452,-2.271644318,-1.835389135,-1.893809467,-1.479775417
27461,12eacae6,6_easy_full,6,easy,full,density,120,2250,-3.52165974,-4.475461962,-4.403740749,-4.346261531,-4.703847023,-5.072899841,-5.453696108
27462,25dfef96,6_easy_full,6,easy,full,blocking_blind,120,2250,-2.579534613,-1.570936908,-1.372197094,-1.779204056,-1.41027034,-1.284606695,-1.079652666
27463,2aabe76a,6_easy_full,6,easy,full,non-linear,120,2250,-2.735498399,-1.617001295,-1.453704272,-2.133949819,-1.864789695,-1.738146485,-1.901535583
27464,2bcfe659,6_easy_full,6,easy,full,density,120,2250,-3.405535141,-3.443209718,-3.473164447,-4.807806382,-4.745678734,-3.622467744,-4.021860029
27465,32b10037,6_easy_full,6,easy,full,density,120,2250,-3.305942082,-3.738399528,-3.704211447,-4.374312526,-4.332221456,-4.480611587,-4.610207992
27466,34cffc40,6_easy_full,6,easy,full,interaction_blind,120,2250,-3.199414738,-2.678071763,-2.724232577,-3.607879554,-4.117130818,-2.330425777,-3.414832715
27467,38abe966,6_easy_full,6,easy,full,blocking_blind,120,2250,-2.493407157,-1.216865961,-1.027086844,-0.731022611,-0.574503205,-0.580999032,-0.569472966
27468,3acff9fa,6_easy_full,6,easy,full,density,120,2250,-2.315711642,-3.198210968,-3.102124445,-3.084216412,-4.020882919,-3.847080385,-3.650099221
27469,3bac0799,6_easy_full,6,easy,full,interaction_blind,120,2250,-2.365076486,-1.351022407,-1.185906507,-0.863597804,-0.784182046,-0.727942916,-0.779750924
27470,3fcbc0ab,6_easy_full,6,easy,full,non-linear,120,2250,-3.146817453,-2.686007262,-2.640232091,-2.701301755,-3.457699996,-4.74838879,-5.450734932
27471,40a74de0,6_easy_full,6,easy,full,interaction,120,2250,-2.719371524,-1.887117318,-1.740790111,-1.556531855,-2.147821011,-3.120546213,-3.333904452
27472,4ed755f1,6_easy_full,6,easy,full,interaction_blind,120,2250,-3.026327445,-2.78498315,-2.825636754,-3.636508941,-4.331477379,-2.614314906,-3.477661234
27473,59d51c4c,6_easy_full,6,easy,full,non-linear,120,2250,-3.097254737,-2.64248551,-2.567086842,-2.965348087,-3.12953216,-4.880755291,-5.305520968
27474,5acfeabc,6_easy_full,6,easy,full,interaction_blind,120,2250,-2.271212853,-1.227562311,-1.083361499,-0.722795008,-0.697597322,-0.62689015,-0.693622303
27475,5de11557,6_easy_full,6,easy,full,non-linear,120,2250,-3.102664279,-2.704722644,-2.703193395,-3.350703936,-3.877528434,-3.497788314,-4.031230154
27476,6bca8117,6_easy_full,6,easy,full,non-linear,120,2250,-2.57419121,-1.901874643,-1.78795467,-2.535156069,-2.525112455,-3.176173992,-3.416518661
27477,86f6e2cb,6_easy_full,6,easy,full,density,120,2250,-3.12245344,-3.371581405,-3.299896824,-3.488147659,-3.673210407,-4.56457095,-4.517209143
27478,8df4f6e8,6_easy_full,6,easy,full,non-linear,120,2250,-2.756367456,-1.695114454,-1.58773975,-1.683839768,-1.909939267,-2.083575615,-2.668968605
27479,9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,120,2250,-2.423537703,-2.890371758,-2.233592222,-2.481617161,-1.402608068,-2.070941981,-1.394386104
27480,9defd82d,6_easy_full,6,easy,full,density,120,2250,-2.788248911,-2.9468523,-2.860304313,-2.939539793,-3.378172549,-5.389227535,-5.274727561
27481,a6bff327,6_easy_full,6,easy,full,density,120,2250,-2.901304295,-3.439792013,-3.390375489,-4.656509373,-4.302995918,-3.306668872,-3.639649258
27482,aedbea55,6_easy_full,6,easy,full,blocking_blind,120,2250,-2.553632147,-1.227155517,-1.038187508,-0.815441551,-0.633122495,-0.676473663,-0.628930254
27483,b3e4f78d,6_easy_full,6,easy,full,density,120,2250,-1.47005208,-3.408078585,-3.282467362,-4.017401942,-3.815425529,-4.319844564,-3.855904005
27484,b4abeb7e,6_easy_full,6,easy,full,interaction_blind,120,2250,-2.271212853,-1.227562311,-1.083361499,-0.722795008,-0.697597322,-0.62689015,-0.693622303
27485,b7eae04f,6_easy_full,6,easy,full,non-linear,120,2250,-2.772138891,-2.450422603,-2.382430592,-2.726562043,-3.257890515,-3.726099878,-3.952727215
27486,b8a11f60,6_easy_full,6,easy,full,density,120,2250,-2.646039287,-4.997027963,-4.559174938,-4.724524898,-4.005185503,-4.450741445,-3.999704193
27487,cfd6ff5a,6_easy_full,6,easy,full,density,120,2250,-3.167530382,-3.564850197,-3.515383958,-4.191066818,-4.162861784,-3.855016187,-4.063794793
27488,d3b525de,6_easy_full,6,easy,full,density,120,2250,-2.719220223,-3.160249857,-3.193205961,-4.033049051,-4.660714191,-5.263508405,-6.217442091
27489,d6b67ee1,6_easy_full,6,easy,full,blocking,120,2250,-2.501864415,-2.421570575,-2.306827656,-2.514903274,-2.294566262,-2.447209274,-2.317296645
27490,d6d500ab,6_easy_full,6,easy,full,density,120,2250,-2.835455979,-3.942855768,-3.91442942,-4.211850791,-4.348240637,-5.382990763,-5.455798746
27491,dabbe6bb,6_easy_full,6,easy,full,non-linear,120,2250,-2.94708864,-2.514247758,-2.471335626,-2.996406308,-3.054816733,-3.199501133,-3.544973599
27492,efa7383d,6_easy_full,6,easy,full,density,120,2250,-3.088152542,-3.406900791,-3.426736037,-3.757066921,-4.719632155,-6.197536734,-6.732604925
27493,f9c123d7,6_easy_full,6,easy,full,blocking,120,2250,-2.437924687,-1.327606241,-1.132401289,-1.00395975,-0.771070021,-1.098959525,-1.00579128
27494,fda4f169,6_easy_full,6,easy,full,interaction,120,2250,-2.453733774,-2.211909252,-2.120658674,-2.000546472,-2.608412657,-2.265632091,-2.75745062
27495,11dfe866,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.503490245,-1.789762365,-1.696006175,-2.383117309,-2.519320428,-2.1007587,-2.150887735
27496,12ebbfd2,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.072287392,-1.27914232,-1.127524069,-0.662383413,-0.697897302,-0.610251648,-0.693976669
27497,16e512d0,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.615729214,-1.839340576,-1.677845778,-2.382825673,-2.194918439,-2.447207982,-2.759801818
27498,19a105e3,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.601150821,-2.256444007,-2.123714004,-2.550862447,-2.45304654,-4.117106814,-4.407434967
27499,1de715c7,6_easy_pruned,6,easy,pruned,density,120,2250,-1.768594353,-4.806676715,-4.536806026,-4.852711783,-3.989246915,-4.748716782,-3.981571544
27500,1fdbc072,6_easy_pruned,6,easy,pruned,density,120,2250,-2.002818149,-2.687526408,-2.532817621,-2.248017168,-2.268267958,-2.144597413,-2.261195906
27501,2dca846d,6_easy_pruned,6,easy,pruned,density,120,2250,-2.605081476,-3.674162363,-3.5499128,-4.828168256,-4.221655567,-3.605694023,-3.508053219
27502,2dfbc35a,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.167737596,-1.632726626,-1.509837267,-1.817019231,-1.860351465,-1.810130509,-1.907868148
27503,33b693e2,6_easy_pruned,6,easy,pruned,density,120,2250,-2.362885396,-3.124059597,-3.054791698,-3.322539978,-3.324505805,-2.546257179,-2.755617796
27504,33ebe68d,6_easy_pruned,6,easy,pruned,interaction,120,2250,-2.365520081,-1.462267797,-1.280876024,-0.871269425,-1.107689227,-2.704140091,-2.96213224
27505,46dad3ed,6_easy_pruned,6,easy,pruned,density,120,2250,-2.421699697,-3.773517857,-3.64502971,-3.292271876,-3.300518307,-3.206551774,-3.295064564
27506,48c70a00,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.935506059,-1.883498614,-1.831259443,-2.761529819,-2.342344854,-2.534761746,-2.645918465
27507,4dc50d03,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.783110367,-2.53344592,-2.425469651,-3.456569279,-2.905990873,-4.089915276,-4.075458145
27508,4dfbc07c,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.69121455,-0.40931495,-0.674853319
27509,55a709fd,6_easy_pruned,6,easy,pruned,linear,120,2250,-2.804185102,-2.803177821,-2.825961258,-2.961993529,-3.95044838,-4.897771514,-5.222916442
27510,58e72ee8,6_easy_pruned,6,easy,pruned,blocking,120,2250,-2.166726448,-1.830206398,-1.667585841,-1.674615057,-1.364460545,-1.972214622,-1.933925066
27511,62b5140d,6_easy_pruned,6,easy,pruned,linear,120,2250,-2.564949357,-2.1102132,-2.130213867,-2.423070813,-5.060199189,-2.331303002,-5.209230453
27512,67abc3ab,6_easy_pruned,6,easy,pruned,density,120,2250,-2.977737056,-3.485876612,-3.416493342,-3.549571576,-3.646737533,-4.409813249,-4.415181621
27513,67abf219,6_easy_pruned,6,easy,pruned,density,120,2250,-2.689146692,-3.236020682,-3.282712925,-4.474265236,-4.867535949,-3.780309484,-4.174610963
27514,6aa4f436,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.69121455,-0.40931495,-0.674853319
27515,6cbbcdf7,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.722839172,-2.290626748,-2.155472691,-3.343666939,-2.766133248,-1.731054294,-1.853821922
27516,6fc70a09,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.785256879,-2.127066227,-2.023075309,-3.128601264,-2.576610839,-1.417161079,-1.779126606
27517,7acbc3e2,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-3.088471605,-2.675725112,-2.585663653,-3.781659327,-3.218614832,-2.509456822,-2.527862193
27518,7cc119e0,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.768746902,-1.950752815,-1.847027973,-2.201252704,-2.234646356,-1.758159467,-1.882695801
27519,7db4f1d2,6_easy_pruned,6,easy,pruned,blocking_blind,120,2250,-2.310744656,-1.444323409,-1.247348955,-1.449541555,-0.922311374,-0.892223511,-0.704818762
27520,8ab71c6b,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.216948688,-1.417627112,-1.281610417,-0.930601602,-1.193205309,-0.922573404,-1.25088016
27521,94abbfb2,6_easy_pruned,6,easy,pruned,blocking_blind,120,2250,-2.446518456,-1.582979526,-1.297785896,-1.299473243,-0.697163247,-1.161549943,-0.662457878
27522,96afd320,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.604017782,-2.317531763,-2.233446275,-2.344678962,-2.90600122,-3.883614938,-4.256280667
27523,9db10b00,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-1.991479404,-2.215087471,-2.071847675,-1.648926045,-1.674214637,-1.583938248,-1.669458681
27524,adfac866,6_easy_pruned,6,easy,pruned,linear,120,2250,-2.914655504,-2.323781326,-2.365624206,-3.73221833,-5.105249587,-2.478259371,-4.780601332
27525,b7e510d3,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.4718053,-1.250813645,-0.998793404,-0.223320824,-0.265239557,-0.137017808,-0.259258951
27526,c0cbeef2,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.27572668,-2.530831785,-2.367466557,-1.884238189,-1.905737545,-1.810051213,-1.900374327
27527,c8afed22,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.247904241,-1.887238596,-1.775936685,-1.967654831,-1.891915281,-3.092489837,-2.961945002
27528,c9c757af,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.072287392,-1.279053785,-1.127435354,-0.662570339,-0.687721579,-0.610140634,-0.68348532
27529,d2d73ea5,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.466759816,-1.728044596,-1.643046905,-1.956524237,-2.063750623,-3.501791368,-3.993940587
27530,dcfbe5af,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.713623914,-2.295432212,-2.240892412,-2.845485188,-3.643298608,-3.1889619,-3.481477671
27531,ddb7456a,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.320370947,-2.443898822,-2.354922984,-2.780300411,-2.942164605,-1.016996528,-1.707986466
27532,dfa705b9,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.908941372,-3.136223467,-3.070377762,-4.074615224,-3.893476188,-2.742557294,-2.881174875
27533,e1b100ae,6_easy_pruned,6,easy,pruned,blocking,120,2250,-3.360390145,-3.088125421,-3.012661844,-3.126365522,-2.790172178,-3.420907664,-3.627488756
27534,edbbcb60,6_easy_pruned,6,easy,pruned,density,120,2250,-2.850070144,-3.000394308,-2.9126677,-3.863407682,-3.654977509,-3.96748168,-3.965679889
27535,edbbea2c,6_easy_pruned,6,easy,pruned,non-linear,120,2250,-2.639975506,-2.355420514,-2.100768108,-2.303190563,-3.088274032,-2.188744657,-3.214627202
27536,faafd1c6,6_easy_pruned,6,easy,pruned,interaction_blind,120,2250,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.69121455,-0.40931495,-0.674853319
27537,16ead0a0,10_easy_full,10,easy,full,density,120,2250,-4.688000921,-4.781037717,-5.028034405,-6.410310116,-7.06079704,-5.048190092,-5.864056875
27538,1de74153,10_easy_full,10,easy,full,blocking,120,2250,-6.835169206,-6.548521093,-6.892370226,-6.881333432,-6.363850203,-7.047581984,-6.814674842
27539,1eebf908,10_easy_full,10,easy,full,blocking_blind,120,2250,-3.314186005,-4.404277244,-3.58035738,-3.271060324,-1.522607844,-3.052459476,-1.492661494
27540,20a4fec4,10_easy_full,10,easy,full,interaction,120,2250,-3.600741667,-4.017127372,-3.78355973,-3.2230321,-3.251688273,-3.900136461,-4.275907928
