userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,time_rel_sec,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
a5e116c5,10_medium_full,10,medium,full,wrong,click,1.51192E+12,78703,78.703,1,10000,0,10000,42.41461827,80,5_3,4.704,4.704,click,7,3,FALSE,1.51192E+12
a5e116c5,10_medium_full,10,medium,full,wrong,click,1.51192E+12,80020,80.02,2,-10000,0,-10000,-10000,79,2_4,1.317,1.317,click,8,4,FALSE,1.51192E+12
a5e116c5,10_medium_full,10,medium,full,wrong,click,1.51192E+12,80882,80.882,1,10000,0,10000,10000,78,2_3,0.862,0.862,click,9,5,FALSE,1.51192E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,76314,76.314,1,4.189160998,6,13.64654571,8.814877162,82,4_2,76.202,0,,1,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,86534,86.534,2,2.010555556,8,15.73070862,10.48222222,81,6_7,10.22,10.22,click,2,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,96030,96.03,1,22.57597784,1,32.01610212,22.57597784,80,3_2,9.496,9.496,click,3,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,113075,113.075,2,3.395833333,6,18.09311224,17.94328278,79,7_8,17.045,17.045,click,4,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,120292,120.292,1,-10000,1,0,-10000,78,5_2,7.217,7.217,click,5,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,124410,124.41,2,10000,0,10000,24.43895692,77,8_9,4.118,4.118,click,6,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,127308,127.308,,,,,,,8_9,2.898,2.898,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,128211,128.211,,,,,,,5_2,0.903,3.801,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,128847,128.847,,,,,,,7_8,0.636,4.437,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,130057,130.057,,,,,,,3_2,1.21,5.647,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,130234,130.234,,,,,,,6_7,0.177,5.824,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,130415,130.415,,,,,,,4_2,0.181,6.005,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,132605,132.605,,,,,,,,2.19,8.195,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,142403,142.403,1,2.405967476,10,13.64654571,8.814877162,82,7_2,9.798,17.993,reset,7,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,146237,146.237,2,6.659002268,3,15.73070862,10.48222222,81,4_3,3.834,3.834,click,8,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,147452,147.452,1,16.25354308,0,16.25354308,-10000,80,4_2,1.215,1.215,click,9,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,159413,159.413,2,15.73070862,0,15.73070862,13.62948554,79,3_5,11.961,11.961,click,10,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,175698,175.698,,,,,,,,16.285,16.285,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,176974,176.974,1,7.196343504,2,13.64654571,8.814877162,82,3_2,1.276,17.561,reset,11,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,179330,179.33,2,3.615651927,6,17.94328278,10.48222222,81,4_3,2.356,2.356,click,12,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,180703,180.703,1,21.93919689,0,21.93919689,-10000,80,4_2,1.373,1.373,click,13,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,196714,196.714,2,7.470844671,4,17.94328278,10.48222222,79,6_6,16.011,16.011,click,14,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,198433,198.433,1,10000,0,10000,10000,78,5_2,1.719,1.719,click,15,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,202229,202.229,2,-10000,0,-10000,-10000,77,3_9,3.796,3.796,click,16,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,203967,203.967,1,10000,0,10000,10000,76,4_1,1.738,1.738,click,17,7,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,206340,206.34,2,-10000,0,-10000,-10000,75,2_4,2.373,2.373,click,18,8,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,207440,207.44,1,0.611111111,25,10000,10000,74,2_3,1.1,1.1,click,19,9,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,210209,210.209,,,,,,,,2.769,2.769,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,219244,219.244,1,8.814877162,1,13.64654571,8.814877162,82,5_2,9.035,11.804,reset,20,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,220135,220.135,2,-10000,1,0,-10000,81,4_3,0.891,0.891,click,21,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,227582,227.582,,,,,,,4_3,7.447,7.447,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,229082,229.082,2,0,0,0,-10000,81,4_1,1.5,8.947,undo,22,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,234976,234.976,1,15.84101709,0,15.84101709,13.64654571,80,3_2,5.894,5.894,click,23,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,236123,236.123,2,5.687301587,5,17.94328278,10.48222222,79,4_3,1.147,1.147,click,24,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,236977,236.977,1,-10000,0,-10000,-10000,78,4_2,0.854,0.854,click,25,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,243041,243.041,,,,,,,,6.064,6.064,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,244778,244.778,1,8.814877162,1,13.64654571,8.814877162,82,5_2,1.737,7.801,reset,26,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,245744,245.744,2,0,0,0,-10000,81,4_1,0.966,0.966,click,27,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,261417,261.417,1,8.6959023,3,15.84101709,13.64654571,80,4_2,15.673,15.673,click,28,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,273286,273.286,,,,,,,4_2,11.869,11.869,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,274522,274.522,1,15.84101709,0,15.84101709,13.64654571,80,3_2,1.236,13.105,undo,29,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,276747,276.747,2,17.94328278,0,17.94328278,10.48222222,79,3_5,2.225,2.225,click,30,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,277739,277.739,1,10000,0,10000,13.64654571,78,4_2,0.992,0.992,click,31,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,281730,281.73,,,,,,,,3.991,3.991,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,287314,287.314,1,7.196343504,2,13.64654571,8.814877162,82,3_2,5.584,9.575,reset,32,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,289905,289.905,2,3.615651927,6,17.94328278,10.48222222,81,4_3,2.591,2.591,click,33,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,290983,290.983,1,21.93919689,0,21.93919689,-10000,80,4_2,1.078,1.078,click,34,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,292196,292.196,2,7.93945813,2,17.94328278,10.48222222,79,5_2,1.213,1.213,click,35,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,295725,295.725,,,,,,,,3.529,3.529,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,302613,302.613,1,7.096543829,3,13.64654571,8.814877162,82,5_3,6.888,10.417,reset,36,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,303734,303.734,2,9.664604583,1,10.63293084,9.664604583,81,4_3,1.121,1.121,click,37,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,304938,304.938,1,19.14724678,0,19.14724678,-10000,80,4_2,1.204,1.204,click,38,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,314298,314.298,2,10.63293084,1,13.14316893,10.63293084,79,3_5,9.36,9.36,click,39,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,322670,322.67,1,44.05464427,1,10000,44.05464427,78,5_2,8.372,8.372,click,40,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,324257,324.257,2,0,0,0,-10000,77,4_1,1.587,1.587,click,41,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,327712,327.712,1,10000,0,10000,10000,76,3_2,3.455,3.455,click,42,7,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,334597,334.597,,,,,,,,6.885,6.885,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,338790,338.79,1,8.814877162,1,13.64654571,8.814877162,82,5_2,4.193,11.078,reset,43,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,339705,339.705,2,0,0,0,-10000,81,4_1,0.915,0.915,click,44,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,344775,344.775,1,15.84101709,0,15.84101709,13.64654571,80,3_2,5.07,5.07,click,45,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,346045,346.045,2,5.687301587,5,17.94328278,10.48222222,79,4_3,1.27,1.27,click,46,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,347458,347.458,1,-10000,0,-10000,-10000,78,4_2,1.413,1.413,click,47,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,352361,352.361,,,,,,,,4.903,4.903,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,353808,353.808,1,8.814877162,1,13.64654571,8.814877162,82,5_2,1.447,6.35,reset,48,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,354741,354.741,2,0,0,0,-10000,81,4_1,0.933,0.933,click,49,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,361210,361.21,1,15.84101709,0,15.84101709,13.64654571,80,3_2,6.469,6.469,click,50,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,362710,362.71,2,5.687301587,5,17.94328278,10.48222222,79,4_3,1.5,1.5,click,51,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,364000,364,1,-10000,0,-10000,-10000,78,4_2,1.29,1.29,click,52,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,366513,366.513,,,,,,,,2.513,2.513,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,367650,367.65,1,8.814877162,1,13.64654571,8.814877162,82,5_2,1.137,3.65,reset,53,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,368579,368.579,2,0,0,0,-10000,81,4_1,0.929,0.929,click,54,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,382536,382.536,1,0.25,31,15.84101709,13.64654571,80,1_1,13.957,13.957,click,55,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,385365,385.365,2,10.49246599,1,15.73070862,10.49246599,79,4_3,2.829,2.829,click,56,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,386384,386.384,1,-10000,0,-10000,-10000,78,4_2,1.019,1.019,click,57,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,392243,392.243,2,8.973061224,3,15.73070862,13.14316893,77,3_2,5.859,5.859,click,58,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,400780,400.78,,,,,,,,8.537,8.537,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,415447,415.447,1,2.18622449,11,13.64654571,8.814877162,82,6_4,14.667,23.204,reset,59,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,417194,417.194,2,6.659002268,2,15.73070862,10.48222222,81,4_3,1.747,1.747,click,60,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,418443,418.443,1,19.14724678,0,19.14724678,-10000,80,4_2,1.249,1.249,click,61,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,423193,423.193,2,5.91973356,3,15.73070862,13.14316893,79,6_6,4.75,4.75,click,62,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,427636,427.636,1,29.45084135,1,10000,29.45084135,78,5_2,4.443,4.443,click,63,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,431245,431.245,2,-10000,1,0,-10000,77,7_6,3.609,3.609,click,64,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,432853,432.853,1,10000,0,10000,10000,76,8_6,1.608,1.608,click,65,7,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,436482,436.482,2,0,22,10000,10000,75,4_1,3.629,3.629,click,66,8,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,439178,439.178,,,,,,,,2.696,2.696,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,446888,446.888,1,13.64654571,0,13.64654571,8.814877162,82,7_3,7.71,10.406,reset,67,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,448775,448.775,2,6.944122254,4,15.73070862,10.48222222,81,4_3,1.887,1.887,click,68,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,449879,449.879,1,15.126661,0,15.126661,-10000,80,4_2,1.104,1.104,click,69,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,453986,453.986,2,5.763339002,4,15.73070862,15.4871282,79,3_6,4.107,4.107,click,70,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,458332,458.332,1,29.45084135,2,10000,10000,78,5_2,4.346,4.346,click,71,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,459926,459.926,2,0,0,0,-10000,77,4_1,1.594,1.594,click,72,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,462946,462.946,1,10000,0,10000,10000,76,3_2,3.02,3.02,click,73,7,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,468750,468.75,,,,,,,3_2,5.804,5.804,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,469284,469.284,,,,,,,4_1,0.534,6.338,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,476933,476.933,,,,,,,5_2,7.649,13.987,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,478718,478.718,1,0,31,10000,10000,78,2_6,1.785,15.772,undo,74,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,480901,480.901,,,,,,,,2.183,2.183,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,483395,483.395,1,1.457301587,18,13.64654571,8.814877162,82,3_6,2.494,4.677,reset,75,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,485811,485.811,2,6.659002268,1,18.54591317,6.659002268,81,4_3,2.416,2.416,click,76,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,487036,487.036,1,15.126661,0,15.126661,-10000,80,4_2,1.225,1.225,click,77,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,493479,493.479,2,18.54591317,0,18.54591317,9.227046485,79,3_5,6.443,6.443,click,78,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,499461,499.461,1,29.45084135,0,29.45084135,9.319930061,78,5_2,5.982,5.982,click,79,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,500738,500.738,2,0,0,0,-10000,77,4_1,1.277,1.277,click,80,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,502050,502.05,1,10000,0,10000,14.47992818,76,3_2,1.312,1.312,click,81,7,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,506487,506.487,,,,,,,3_2,4.437,4.437,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,508090,508.09,,,,,,,4_1,1.603,6.04,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,510420,510.42,,,,,,,5_2,2.33,8.37,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,511411,511.411,,,,,,,3_5,0.991,9.361,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,511639,511.639,,,,,,,4_2,0.228,9.589,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,513110,513.11,,,,,,,4_3,1.471,11.06,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,515388,515.388,,,,,,,,2.278,13.338,undo,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,517088,517.088,1,1.457301587,18,13.64654571,8.814877162,82,3_6,1.7,15.038,reset,82,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,521233,521.233,2,6.659002268,1,18.54591317,6.659002268,81,4_3,4.145,4.145,click,83,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,522340,522.34,1,15.126661,0,15.126661,-10000,80,4_2,1.107,1.107,click,84,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,528035,528.035,2,2.004156738,9,18.54591317,9.227046485,79,5_2,5.695,5.695,click,85,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,529236,529.236,1,10000,0,10000,24.00759352,78,3_5,1.201,1.201,click,86,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,532737,532.737,,,,,,,,3.501,3.501,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,534787,534.787,1,1.457301587,18,13.64654571,8.814877162,82,3_6,2.05,5.551,reset,87,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,536538,536.538,2,6.659002268,1,18.54591317,6.659002268,81,4_3,1.751,1.751,click,88,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,537488,537.488,1,15.126661,0,15.126661,-10000,80,4_2,0.95,0.95,click,89,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,538875,538.875,2,18.54591317,0,18.54591317,9.227046485,79,3_5,1.387,1.387,click,90,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,543832,543.832,1,9.319930061,1,29.45084135,9.319930061,78,3_2,4.957,4.957,click,91,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,546512,546.512,2,7.93945813,3,10000,10000,77,5_2,2.68,2.68,click,92,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,552363,552.363,,,,,,,,5.851,5.851,click,,,,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,553623,553.623,1,1.457301587,18,13.64654571,8.814877162,82,3_6,1.26,7.111,reset,93,1,TRUE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,557030,557.03,2,6.659002268,1,18.54591317,6.659002268,81,4_3,3.407,3.407,click,94,2,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,558416,558.416,1,15.126661,0,15.126661,-10000,80,4_2,1.386,1.386,click,95,3,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,567989,567.989,2,18.54591317,0,18.54591317,9.227046485,79,3_5,9.573,9.573,click,96,4,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,574794,574.794,1,29.45084135,0,29.45084135,9.319930061,78,5_2,6.805,6.805,click,97,5,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,click,1.5112E+12,576993,576.993,2,-10000,1,0,-10000,77,1_5,2.199,2.199,click,98,6,FALSE,1.5112E+12
a7b511d6,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,580816,580.816,,,,,,,1_5,3.823,3.823,click,,,,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,52641,52.641,1,13.64654571,0,13.64654571,8.814877162,82,7_3,52.623,0,,1,1,TRUE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,59580,59.58,2,0,23,15.73070862,10.48222222,81,7_2,6.939,6.939,click,2,2,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,71238,71.238,1,2.588577098,12,23.46448128,8.165590039,80,8_4,11.658,11.658,click,3,3,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,75266,75.266,2,6.944122254,3,15.73070862,10.48222222,79,4_3,4.028,4.028,click,4,4,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,76531,76.531,1,15.26282974,0,15.26282974,-10000,78,4_2,1.265,1.265,click,5,5,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,84421,84.421,2,7.470844671,3,15.73070862,13.06430366,77,6_6,7.89,7.89,click,6,6,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,90031,90.031,1,11.18616354,3,25.64310798,20.73244895,76,7_6,5.61,5.61,click,7,7,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,91141,91.141,2,-10000,1,11.47222222,-10000,75,3_6,1.11,1.11,click,8,8,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,96558,96.558,,,,,,,3_6,5.417,5.417,click,,,,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,98954,98.954,2,11.47222222,0,11.47222222,-10000,75,7_7,2.396,7.813,undo,9,8,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,107327,107.327,1,5.510566893,8,25.64310798,20.62133783,74,6_2,8.373,8.373,click,10,9,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,reset,1.5112E+12,112750,112.75,,,,,,,,5.423,5.423,click,,,,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,114421,114.421,1,3.564962666,7,13.64654571,8.814877162,82,4_3,1.671,7.094,reset,11,1,TRUE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,122271,122.271,2,0.61,15,15.73070862,10.48222222,81,5_4,7.85,7.85,click,12,2,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,125213,125.213,1,10000,0,10000,42.41461827,80,5_3,2.942,2.942,click,13,3,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,125921,125.921,,,,,,,5_3,0.708,0.708,click,,,,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,undo,1.5112E+12,126089,126.089,,,,,,,5_4,0.168,0.876,undo,,,,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,126586,126.586,2,4.768524635,5,15.73070862,10.48222222,81,5_3,0.497,1.373,undo,14,2,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,129759,129.759,1,1.055936313,18,16.73855157,8.360191301,80,2_3,3.173,3.173,click,15,3,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,139024,139.024,2,5.763339002,3,34.31272676,16.92335601,79,3_6,9.265,9.265,click,16,4,FALSE,1.5112E+12
b0d5043d,10_medium_full,10,medium,full,wrong,click,1.5112E+12,142017,142.017,1,3.06079932,7,16.73855157,6.939122254,78,1_3,2.993,2.993,click,17,5,FALSE,1.5112E+12
