,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
22040,3fcbc0ab,6_easy_full,6,easy,full,non-linear,0.05,6400,-3.230317004,-2.769270217,-2.723662932,-2.826158581,-3.828413179,-4.788752024,-5.66632177
22041,40a74de0,6_easy_full,6,easy,full,interaction,0.05,6400,-2.719371524,-1.887117318,-1.740790111,-1.556390614,-2.355076005,-3.11719434,-3.363506223
22042,4ed755f1,6_easy_full,6,easy,full,interaction_blind,0.05,6400,-3.026327445,-2.78498315,-2.825636754,-3.766997408,-4.697424707,-2.614314906,-3.71701574
22043,59d51c4c,6_easy_full,6,easy,full,non-linear,0.05,6400,-3.156920651,-2.702008922,-2.626710981,-3.114144115,-3.383708441,-4.933632576,-5.445612802
22044,5acfeabc,6_easy_full,6,easy,full,interaction_blind,0.05,6400,-2.27106634,-1.227172302,-1.083159375,-0.722203923,-0.695248351,-0.626622882,-0.693725457
22045,5de11557,6_easy_full,6,easy,full,non-linear,0.05,6400,-3.147089463,-2.749046566,-2.747590618,-3.528046605,-4.235229665,-3.51998801,-4.197089461
22046,6bca8117,6_easy_full,6,easy,full,non-linear,0.05,6400,-2.574162765,-1.90182823,-1.787937636,-2.669804681,-2.718070665,-3.196874973,-3.477464944
22047,86f6e2cb,6_easy_full,6,easy,full,density,0.05,6400,-3.223717614,-3.464754439,-3.393245952,-3.612513328,-3.901263829,-4.639612337,-4.599026385
22048,8df4f6e8,6_easy_full,6,easy,full,non-linear,0.05,6400,-2.756338967,-1.695038619,-1.587700448,-1.741517859,-2.070186103,-2.083492343,-2.829007075
22049,9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,0.05,6400,-2.423537703,-2.890371758,-2.233592222,-2.481617161,-1.392475058,-2.070941981,-1.389352214
22050,9defd82d,6_easy_full,6,easy,full,density,0.05,6400,-2.837914394,-2.996272897,-2.909907386,-3.013768347,-3.630878136,-5.436083684,-5.298503089
22051,a6bff327,6_easy_full,6,easy,full,density,0.05,6400,-2.936113304,-3.474537055,-3.425146804,-4.90013843,-4.538823428,-3.3065329,-3.76525755
22052,aedbea55,6_easy_full,6,easy,full,blocking_blind,0.05,6400,-2.553580867,-1.227019014,-1.038116764,-0.815121678,-0.630330171,-0.676323772,-0.628728118
22053,b3e4f78d,6_easy_full,6,easy,full,density,0.05,6400,-1.469595604,-3.406565995,-3.281665631,-4.146611463,-3.938318517,-4.437079011,-3.852996355
22054,b4abeb7e,6_easy_full,6,easy,full,interaction_blind,0.05,6400,-2.27106634,-1.227172302,-1.083159375,-0.722203923,-0.695248351,-0.626622882,-0.693725457
22055,b7eae04f,6_easy_full,6,easy,full,non-linear,0.05,6400,-2.772138891,-2.450422603,-2.382430592,-2.784487691,-3.524828668,-3.724326036,-4.031235128
22056,b8a11f60,6_easy_full,6,easy,full,density,0.05,6400,-2.646039287,-4.997027963,-4.559174938,-4.724524898,-3.998430163,-4.450741445,-3.996348266
22057,cfd6ff5a,6_easy_full,6,easy,full,density,0.05,6400,-3.283469085,-3.680385419,-3.631173497,-4.434186672,-4.444329089,-4.020359112,-4.265436365
22058,d3b525de,6_easy_full,6,easy,full,density,0.05,6400,-2.738896278,-3.179846096,-3.212854413,-4.21009542,-5.035074314,-5.271482319,-6.400354379
22059,d6b67ee1,6_easy_full,6,easy,full,non-linear,0.05,6400,-2.501773775,-2.42128907,-2.306682937,-2.594732441,-2.334756675,-2.527253198,-2.359904691
22060,d6d500ab,6_easy_full,6,easy,full,density,0.05,6400,-2.885128307,-3.992232131,-3.963963639,-4.311011676,-4.535897736,-5.430010169,-5.504310997
22061,dabbe6bb,6_easy_full,6,easy,full,non-linear,0.05,6400,-2.997995313,-2.565013608,-2.522197646,-3.149083785,-3.273761549,-3.272518254,-3.712267444
22062,efa7383d,6_easy_full,6,easy,full,density,0.05,6400,-3.143109408,-3.461767675,-3.48167106,-3.894311573,-5.134449191,-6.221928393,-6.861251128
22063,f9c123d7,6_easy_full,6,easy,full,blocking,0.05,6400,-2.437842639,-1.327399302,-1.132299597,-1.003604529,-0.76764808,-1.098824248,-1.005046451
22064,fda4f169,6_easy_full,6,easy,full,interaction,0.05,6400,-2.453647681,-2.211595056,-2.120498939,-2.000020107,-2.810501408,-2.265444511,-2.893760362
22065,11dfe866,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.503426145,-1.789591736,-1.695917745,-2.513376306,-2.761823658,-2.10064177,-2.207799096
22066,12ebbfd2,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.072082273,-1.278596308,-1.127241095,-0.661555895,-0.695526517,-0.609877474,-0.694019034
22067,16e512d0,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.615729214,-1.839340576,-1.677845778,-2.537302574,-2.410563859,-2.453885055,-2.904145814
22068,19a105e3,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.619735861,-2.27486517,-2.142241775,-2.643670241,-2.621239991,-4.136700111,-4.545420623
22069,1de715c7,6_easy_pruned,6,easy,pruned,density,0.05,6400,-1.768371262,-4.805901732,-4.536427319,-4.851760581,-3.972063076,-4.748497718,-3.96910799
22070,1fdbc072,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.002595058,-2.686637144,-2.532266833,-2.247544401,-2.267655336,-2.144484653,-2.264912672
22071,2dca846d,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.633203386,-3.702070095,-3.577978765,-5.053573191,-4.432315855,-3.686198826,-3.659520716
22072,2dfbc35a,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.167591083,-1.632336617,-1.509635143,-1.965443563,-2.007009932,-1.809863242,-1.909490391
22073,33b693e2,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.400135152,-3.161178719,-3.091997877,-3.43421186,-3.467082132,-2.583395043,-2.860590935
22074,33ebe68d,6_easy_pruned,6,easy,pruned,interaction,0.05,6400,-2.365416415,-1.461973703,-1.280710508,-0.870564674,-1.193664915,-2.703487818,-3.009452531
22075,46dad3ed,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.421699697,-3.773517857,-3.64502971,-3.292271876,-3.300909479,-3.206551774,-3.29877919
22076,48c70a00,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.971509803,-1.919440115,-1.86723499,-2.94147874,-2.512098793,-2.568431028,-2.744125706
22077,4dc50d03,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.825741348,-2.576066997,-2.468114212,-3.669518473,-3.070448363,-4.195045663,-4.198213793
22078,4dfbc07c,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.692388064,-0.40931495,-0.685997198
22079,55a709fd,6_easy_pruned,6,easy,pruned,linear,0.05,6400,-2.853858286,-2.852722417,-2.875590405,-3.061036528,-4.361723382,-4.993714489,-5.4112087
22080,58e72ee8,6_easy_pruned,6,easy,pruned,blocking,0.05,6400,-2.166572609,-1.829825553,-1.667402354,-1.726151318,-1.364102124,-1.971969974,-1.932775332
22081,62b5140d,6_easy_pruned,6,easy,pruned,linear,0.05,6400,-2.564949357,-2.1102132,-2.130213867,-2.423070813,-5.995268176,-2.331303002,-6.154269804
22082,67abc3ab,6_easy_pruned,6,easy,pruned,density,0.05,6400,-3.075592134,-3.583402124,-3.514204702,-3.701405347,-3.881369025,-4.4917117,-4.516323887
22083,67abf219,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.689118001,-3.235936574,-3.282659593,-4.643486919,-5.258309705,-3.805468182,-4.37647616
22084,6aa4f436,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.692388064,-0.40931495,-0.685997198
22085,6cbbcdf7,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.722804986,-2.290545301,-2.155435109,-3.552267507,-2.931907395,-1.763186191,-1.977872263
22086,6fc70a09,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.819990328,-2.16161496,-2.05774195,-3.371803388,-2.775751515,-1.451738768,-1.969097955
22087,7acbc3e2,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-3.149889757,-2.737014633,-2.647023391,-4.08812964,-3.457765048,-2.570698187,-2.642260603
22088,7cc119e0,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.816123765,-1.997897251,-1.894351753,-2.34321204,-2.455956569,-1.80547229,-2.013318715
22089,7db4f1d2,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,6400,-2.310616457,-1.443982151,-1.247172097,-1.51430139,-0.919764307,-0.891989652,-0.701018837
22090,8ab71c6b,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.216762216,-1.417182854,-1.281405429,-0.929739252,-1.276504735,-0.922298668,-1.337465986
22091,94abbfb2,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,6400,-2.446445199,-1.582784521,-1.297684834,-1.299177701,-0.684805621,-1.161416309,-0.654522935
22092,96afd320,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.603960804,-2.317396018,-2.23338364,-2.402141589,-3.168870225,-3.99940622,-4.52729813
22093,9db10b00,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-1.991209526,-2.214387049,-2.071502938,-1.648192073,-1.672662812,-1.583656376,-1.670830131
22094,adfac866,6_easy_pruned,6,easy,pruned,linear,0.05,6400,-2.914655504,-2.323781326,-2.365624206,-3.940601374,-5.865037711,-2.478259371,-5.536632813
22095,b7e510d3,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.4718053,-1.250813645,-0.998793404,-0.222567539,-0.26293803,-0.136642159,-0.260621109
22096,c0cbeef2,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.275580166,-2.530482726,-2.367305495,-1.883560628,-1.904564097,-1.809835349,-1.90249522
22097,c8afed22,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.273349234,-1.91255335,-1.801332946,-2.018509601,-1.984862903,-3.111879125,-2.959319043
22098,c9c757af,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.072082273,-1.278565102,-1.127209867,-0.661621754,-0.685844048,-0.609838424,-0.684225793
22099,d2d73ea5,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.466759816,-1.728044596,-1.643046905,-2.011463658,-2.214191213,-3.489423808,-4.040730932
22100,dcfbe5af,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.713623914,-2.295432212,-2.240892412,-3.019048795,-4.051454093,-3.188867988,-3.561500146
22101,ddb7456a,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.320256992,-2.443627331,-2.354797714,-2.895756643,-3.156485649,-1.016375395,-1.917353075
22102,dfa705b9,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.954292416,-3.181397435,-3.115651787,-4.324068752,-4.156394315,-2.851942519,-3.051704726
22103,e1b100ae,6_easy_pruned,6,easy,pruned,blocking,0.05,6400,-3.502714596,-3.230060337,-3.154871823,-3.315862534,-2.931315789,-3.493432088,-3.744188651
22104,edbbcb60,6_easy_pruned,6,easy,pruned,density,0.05,6400,-2.90358763,-3.026976447,-2.939335204,-4.050602093,-3.881551437,-4.050916594,-4.117922967
22105,edbbea2c,6_easy_pruned,6,easy,pruned,non-linear,0.05,6400,-2.639975506,-2.355420514,-2.100768108,-2.303190563,-3.545956506,-2.188744657,-3.682280041
22106,faafd1c6,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,6400,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.692388064,-0.40931495,-0.685997198
22107,16ead0a0,10_easy_full,10,easy,full,density,0.05,6400,-4.848137202,-4.937388516,-5.187079668,-6.886548975,-7.865171482,-5.262789969,-6.434211342
22108,1de74153,10_easy_full,10,easy,full,blocking,0.05,6400,-7.540501176,-7.115572507,-7.463548569,-7.491884691,-6.821785567,-7.479896281,-7.190954163
22109,1eebf908,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.314186005,-4.404277244,-3.58035738,-3.271060324,-1.440475062,-3.052459476,-1.428189926
22110,20a4fec4,10_easy_full,10,easy,full,interaction,0.05,6400,-3.600195765,-4.011839203,-3.781809992,-3.217100391,-3.353079087,-3.896755641,-4.515254255
22111,23b6924e,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-4.092130325,-3.935058541,-3.898828855,-5.522281672,-6.398422201,-3.732694523,-4.805189879
22112,26e680e4,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.825981742,-2.881609745,-2.570056629,-3.060015171,-2.6994477,-2.509480459,-2.233667074
22113,2fe692a5,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.717238426,-2.326677431,-1.879479623,-0.920396623,-0.460860509,-0.846609516,-0.453660713
22114,31b4fc9e,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.879243307,-2.440179983,-2.057891505,-2.17405331,-1.312401367,-1.631390794,-0.994611837
22115,37bffc4e,10_easy_full,10,easy,full,blocking,0.05,6400,-5.022971391,-4.178247101,-4.136397169,-3.870430917,-3.868827148,-4.554968243,-4.996244386
22116,3ac5170c,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.726958935,-2.493028868,-2.163359623,-2.114629397,-1.469455628,-1.870406073,-1.288821762
22117,3dfad0f2,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.479705027,-3.625059782,-3.453621523,-3.843557745,-3.762332826,-4.165514984,-4.683900029
22118,55c68fc5,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-4.121959455,-3.736158591,-3.748735684,-5.390015656,-6.217298727,-3.704142449,-4.686598605
22119,56e6f5d2,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-4.150226116,-3.283694315,-3.013145827,-3.136288908,-3.372554154,-2.999820729,-3.408396223
22120,58d72aaf,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.098010346,-3.356084665,-3.150812609,-4.163931391,-4.603496797,-3.295414191,-3.968356036
22121,5cd6bb63,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.591391756,-2.780277469,-2.528657438,-3.332874807,-2.590768377,-3.813435395,-3.427981276
22122,67f69d24,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.37334686,-2.457264705,-2.285077477,-2.537764694,-2.498722173,-2.779644904,-3.206145008
22123,6ac7311a,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.170513812,-2.705871402,-2.505232537,-2.619602879,-3.194230735,-3.783510856,-4.788906375
22124,6cc4f8b6,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.876200126,-3.737041753,-3.666426795,-4.336359675,-4.580411751,-4.11337683,-4.864007088
22125,6cd50fc7,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-4.577368731,-4.070136889,-3.983507949,-4.311207934,-4.245048193,-3.919512549,-4.199041182
22126,6dfbeafe,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.760395841,-2.766446559,-2.503099663,-3.27753621,-2.621572066,-2.359003001,-2.213747319
22127,70bffd4d,10_easy_full,10,easy,full,interaction,0.05,6400,-4.38788212,-3.062842104,-2.83859729,-2.818775638,-3.108036131,-3.723715295,-4.726295103
22128,72caeffe,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.049995871,-3.711885946,-3.612207242,-4.956516061,-5.316122636,-3.670340183,-4.21537782
22129,75bbec9c,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.954654689,-3.266036655,-3.029665879,-3.773672306,-3.782213084,-3.14788122,-3.031345567
22130,76c104da,10_easy_full,10,easy,full,density,0.05,6400,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-6.040200434,-5.578881668,-6.032124911
22131,89cbc391,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.555388297,-3.583161794,-3.445675145,-3.892908694,-4.597497228,-4.136596382,-5.501309624
22132,8de6a2af,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.309828358,-2.250501034,-1.934820113,-1.176147386,-0.930888513,-1.121656619,-0.925374458
22133,92a70054,10_easy_full,10,easy,full,interaction,0.05,6400,-4.47234818,-3.507712823,-3.35685994,-3.340731905,-3.779336331,-4.06597393,-5.107061354
22134,9ae751bc,10_easy_full,10,easy,full,blocking,0.05,6400,-3.916298854,-2.377753773,-1.995196296,-1.820824484,-1.068799402,-1.733002896,-1.070587113
22135,a2d68973,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.483501773,-3.517711948,-3.417216743,-5.853095033,-5.3915851,-5.984232527,-6.266229964
22136,abdacc98,10_easy_full,10,easy,full,blocking,0.05,6400,-4.266652828,-3.011110892,-2.797769179,-2.880539101,-2.608830999,-3.687633706,-4.179080724
22137,acc6e9d4,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.925965726,-3.071858773,-2.811458628,-3.224138171,-3.09505401,-2.501681444,-2.458742402
22138,aefbe715,10_easy_full,10,easy,full,linear,0.05,6400,-5.530177519,-5.488221707,-5.635006614,-6.11599133,-5.627185002,-5.692986344,-5.560296058
22139,b4a4f22a,10_easy_full,10,easy,full,blocking,0.05,6400,-4.200620743,-3.350496897,-3.062328029,-2.838671615,-2.701086649,-3.376018851,-3.555122867
22140,b8a4fbaa,10_easy_full,10,easy,full,linear,0.05,6400,-3.975308401,-3.651626448,-3.705785081,-5.361297444,-7.02023085,-3.748688267,-5.522590715
22141,b9bbef4c,10_easy_full,10,easy,full,interaction,0.05,6400,-4.817558055,-3.447640621,-3.263863945,-3.128264185,-4.131431394,-3.785086889,-5.377649467
22142,c0dfd341,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-3.837120323,-3.454202439,-3.251794211,-4.312522029,-4.511643842,-2.88323594,-3.149603235
22143,c6aad6d0,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-4.069668768,-3.584058281,-3.322119628,-4.121845553,-3.837999263,-3.036538991,-2.80049705
22144,c8c4f85a,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.751681216,-2.853361025,-2.473655184,-2.358205738,-1.650787342,-1.949910093,-1.310898866
22145,cccfd3ac,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.855173774,-3.811413127,-3.72649012,-5.615555408,-6.026414273,-4.436096141,-4.912144134
22146,cff10c9a,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-3.829457014,-3.220224576,-2.930645613,-3.627082082,-3.889718254,-2.444482229,-2.797959926
22147,d0e6841e,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.665809038,-3.934968538,-3.793580882,-4.310009582,-4.562853188,-4.335628849,-5.145345149
22148,d4cbca4e,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-3.973241468,-3.679751779,-3.574950484,-5.160157692,-5.624181139,-3.499010236,-4.120453374
22149,d6c10e9a,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.715761354,-2.755342152,-2.545018398,-3.858302668,-3.364397773,-3.376963996,-3.587856049
22150,dacfd3d4,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.028622094,-3.428893775,-3.258260726,-4.484652655,-4.424064919,-4.093965724,-4.289478278
22151,daf74d3f,10_easy_full,10,easy,full,blocking_blind,0.05,6400,-3.528943443,-3.185621788,-2.794617553,-2.304147232,-1.666876332,-2.220137013,-1.660589944
22152,e6abcdb2,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-3.362470472,-3.080090865,-2.86294301,-3.423760987,-3.819882044,-2.708716487,-3.164739609
22153,e9bbf006,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.323414501,-3.491491091,-3.258953365,-3.886807603,-3.6612855,-3.289745769,-3.333408014
22154,f1fbe0de,10_easy_full,10,easy,full,non-linear,0.05,6400,-3.79416111,-2.938918871,-2.626817793,-3.378959796,-3.033136753,-3.009418778,-3.072189482
22155,f5dac888,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.939547987,-4.791282557,-4.730426158,-5.346445596,-5.16238313,-4.773689208,-4.797247854
22156,fcf4f6d3,10_easy_full,10,easy,full,non-linear,0.05,6400,-4.013278382,-3.356729194,-3.296610043,-4.710631027,-5.460424613,-4.644559298,-5.975110333
22157,fedbec09,10_easy_full,10,easy,full,interaction_blind,0.05,6400,-3.9455769,-3.602849683,-3.417278771,-4.861122129,-5.309441784,-3.18451247,-3.722674149
22158,29bff31a,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.793512092,-2.618317371,-2.053748264,-0.547934353,-0.295310163,-0.489462892,-0.28721169
22159,2fd101b0,10_easy_pruned,10,easy,pruned,density,0.05,6400,-5.176300873,-5.501343701,-5.704684607,-6.625450089,-6.641476303,-6.302504728,-6.975965034
22160,39afd1eb,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.949027515,-2.874601926,-2.529697145,-2.51903824,-2.777102441,-1.199572234,-1.509404955
22161,3ab7160d,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-4.131438073,-3.668877344,-3.645590744,-4.636971303,-5.300823593,-3.987170271,-4.735156966
22162,3ebbc051,10_easy_pruned,10,easy,pruned,density,0.05,6400,-2.330149837,-4.536214644,-4.257637091,-4.219853363,-3.350318293,-4.159322588,-3.341872048
22163,43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.632433141,-3.682973355,-4.104262445
22164,44b696ef,10_easy_pruned,10,easy,pruned,interaction,0.05,6400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-5.288435076,-4.430740985,-6.586658195
22165,46c12352,10_easy_pruned,10,easy,pruned,density,0.05,6400,-3.468965136,-3.934354381,-3.730172938,-4.628431018,-4.499786209,-3.602122813,-3.54957184
22166,47dbc824,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-4.321541717,-3.272199409,-3.116990605,-3.770528917,-4.145340827,-3.743758918,-4.565978931
22167,4eb4f441,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.201501808,-2.403411873,-2.062070463,-1.159664112,-1.01773981,-1.124086456,-1.012409281
22168,4ecfea32,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-3.96019793,-3.919967465,-3.856114269,-5.127339104,-5.484451806,-4.07904126,-4.432859845
22169,4fb692a0,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.079123159,-3.263402579,-3.012344665,-3.843412405,-4.278496311,-2.755802892,-3.203243001
22170,5aebf3c2,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.736972266,-3.16086623,-3.135792524,-3.960395118,-4.163469016,-2.987608327,-3.601236036
22171,76bfdf0b,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-4.303513929,-4.116558153,-4.12845287,-5.480587162,-6.104044056,-3.571285482,-4.493165531
22172,89cbfdf9,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.801682621,-3.753386266,-3.572578419,-5.137740391,-5.451075817,-3.446939249,-3.903490546
22173,8defd34b,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-4.692745879,-3.875886321,-3.61785413,-3.626379099,-3.775252404,-4.393848024,-4.797121883
22174,92f69945,10_easy_pruned,10,easy,pruned,blocking,0.05,6400,-3.51401553,-2.894492623,-2.543730216,-2.903479197,-2.129960422,-2.442791713,-2.141334121
22175,a2c12212,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-2.896409396,-3.402314183,-3.193342651,-3.16548322,-2.513331918,-3.119674321,-2.506586416
22176,a7bfd4fc,10_easy_pruned,10,easy,pruned,density,0.05,6400,-3.088257871,-3.392851854,-3.258021682,-4.475521725,-4.12960254,-4.439403253,-4.653955495
22177,acb11b17,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.340131245,-2.403309638,-2.062004873,-1.159570588,-1.007996075,-1.123980889,-1.002630168
22178,b9e10f8b,10_easy_pruned,10,easy,pruned,blocking,0.05,6400,-4.306320637,-2.795613671,-2.472930552,-1.973990075,-1.890449835,-3.42835115,-3.741005444
22179,c3dfd812,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.824863834,-3.746957434,-3.661701848,-4.840838623,-5.715374693,-3.647181356,-4.422531617
22180,c7c6f18d,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.856195754,-2.979665619,-2.59029996,-2.735971015,-2.347895532,-2.048474588,-1.712920625
22181,cdc50047,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.564940333,-3.517203653,-3.363693587,-4.56454095,-5.025993987,-3.261398988,-3.766621227
22182,ceafe698,10_easy_pruned,10,easy,pruned,interaction,0.05,6400,-3.840340428,-3.109009859,-2.973664609,-2.838893961,-3.930061057,-2.872234852,-3.542982756
22183,cec10cc8,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.201501808,-2.403411873,-2.062070463,-1.159664112,-1.01773981,-1.124086456,-1.012409281
22184,d5aff345,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-4.223729881,-4.086860359,-4.081170778,-5.761177595,-6.498308191,-4.411633822,-5.190649089
22185,e2bbe5e1,10_easy_pruned,10,easy,pruned,interaction,0.05,6400,-3.227874088,-3.41291228,-3.22564623,-3.08839032,-3.34634517,-3.547572918,-3.985959949
22186,eec719ce,10_easy_pruned,10,easy,pruned,non-linear,0.05,6400,-3.755110565,-3.017657216,-2.869912895,-3.853644481,-4.024951747,-3.035275663,-3.552834848
22187,f8efd664,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,6400,-3.163827903,-3.161115565,-2.850847154,-2.081310786,-1.88610294,-2.037147347,-1.879706328
22188,fdc4f07b,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,6400,-3.419333909,-2.972650171,-2.719795175,-2.870582316,-2.99698328,-1.903665404,-2.054887123
22189,18c75602,10_medium_full,10,medium,full,interaction_blind,0.05,6400,-4.161300493,-2.783653743,-2.565401215,-1.836035463,-2.478363159,-1.607766485,-2.059359138
22190,1debf4d1,10_medium_full,10,medium,full,interaction_blind,0.05,6400,-3.306363279,-3.765236448,-3.497311743,-2.137982713,-4.014229788,-2.000267783,-3.994328077
22191,33bbca9a,10_medium_full,10,medium,full,blocking_blind,0.05,6400,-4.504392759,-2.696646244,-2.458756355,-2.055555738,-1.824001498,-1.865837901,-1.595677899
22192,34d51755,10_medium_full,10,medium,full,interaction_blind,0.05,6400,-3.292763519,-2.696546246,-2.526503549,-2.16268813,-2.337614382,-1.975849868,-2.180161012
22193,36ebe4da,10_medium_full,10,medium,full,blocking,0.05,6400,-3.765136625,-2.957229858,-2.704691507,-2.150497675,-1.80200422,-2.367045786,-2.212597609
22194,38cbc1f6,10_medium_full,10,medium,full,interaction_blind,0.05,6400,-4.24994435,-3.146969211,-2.945705204,-2.800455118,-3.245742357,-2.533485303,-2.727393788
22195,39b67ab6,10_medium_full,10,medium,full,density,0.05,6400,-3.145562456,-3.671920967,-3.528378311,-5.06858523,-4.805817852,-5.827976529,-5.792537482
22196,40f6b779,10_medium_full,10,medium,full,blocking_blind,0.05,6400,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.832221307,-2.43731333,-0.812319595
22197,48ec02bc,10_medium_full,10,medium,full,non-linear,0.05,6400,-4.185778532,-3.029914842,-2.847596862,-3.12842384,-3.055987553,-3.009332902,-3.103037482
22198,4cb73467,10_medium_full,10,medium,full,blocking_blind,0.05,6400,-4.471861409,-2.998460985,-2.820550599,-2.674385071,-2.596469753,-2.30462178,-2.145541681
22199,4cffe209,10_medium_full,10,medium,full,interaction_blind,0.05,6400,-4.399674076,-3.590496571,-3.440860338,-2.995653022,-3.230610764,-2.634695919,-2.792867653
